round,cat,val,q,a,dd,x,y
double,"A CATEGORY",2000,"What is the term for the cannabis-infused food or drink product?","Edible",false,1,5
double,"ANOTHER CATEGORY",420,"What is the name for the concentrated cannabis product produced by compressing resin glands?","Hashish",false,2,1
double,"ANOTHER CATEGORY",800,"What is the term for the condition where excessive cannabis consumption leads to temporary memory impairment?","Cannabis-induced short-term memory loss",false,2,2
double,"ANOTHER CATEGORY",1200,"What is the name for the practice of using cannabis to enhance sexual experiences?","Cannabis-enhanced intimacy",false,2,3
double,"ANOTHER CATEGORY",1600,"What is the term for the practice of consuming cannabis by applying it directly to the skin?","Topical application",false,2,4
double,"ANOTHER CATEGORY",2000,"What is the name for the device used to cool and filter cannabis smoke?","Water pipe",false,2,5
double,"CATEGORY 3",420,"What is the term for the process of creating cannabis concentrates using pressurized gas?","Butane hash oil (BHO) extraction",false,3,1
double,"CATEGORY 3",800,"What is the name for the cannabis flower clusters that are unfertilized and produce high levels of cannabinoids?","Sinsemilla",false,3,2
double,"CATEGORY 3",1200,"What is the term for the act of consuming cannabis by inhaling the smoke produced by burning it?","Smoking",false,3,3
double,"CATEGORY 3",1600,"What is the name for the device used to grind cannabis buds into smaller pieces?","Grinder",false,3,4
double,"CATEGORY 3",2000,"What is the term for the practice of using cannabis to enhance physical exercise or sports performance?","Cannabis and fitness",false,3,5
double,"CATEGORY 4",420,"What is the slang term for a joint or blunt that is rolled using both cannabis and tobacco?","Spliff",false,4,1
double,"CATEGORY 4",800,"What is the name for the technique of inhaling cannabis smoke and then holding it in the lungs for an extended period?","Ghosting",false,4,2
double,"CATEGORY 4",1200,"What is the term for the glass container used to store cannabis buds?","Jar",false,4,3
double,"CATEGORY 4",1600,"What is the name for the phenomenon where a person becomes anxious or paranoid after consuming cannabis?","Cannabis-induced anxiety",false,4,4
double,"CATEGORY 4",2000,"What is the term for the practice of consuming cannabis by eating or drinking?","Oral consumption",false,4,5
double,"CATEGORY 5",420,"What is the process of removing excess leaves from cannabis buds to improve the appearance and quality?","Trimming",false,5,1
double,"CATEGORY 5",800,"What is the term for the act of inhaling cannabis smoke and then exhaling it through the nose?","Nose exhale",false,5,2
double,"CATEGORY 5",1200,"What is the name for the device used to measure the temperature of a vaporizer?","Vaporizer thermometer",false,5,3
double,"CATEGORY 5",1600,"What is the term for the practice of consuming cannabis by placing drops of tincture under the tongue?","Sublingual administration",false,5,4
double,"CATEGORY 5",2000,"What is the name for the chemical compound found in black pepper that can help alleviate cannabis-induced anxiety?","Beta-caryophyllene",false,5,5
double,"CATEGORY 6",420,"What is the slang term for a small, portable vaporizer used for cannabis consumption?","Vape pen",false,6,1
double,"CATEGORY 6",800,"What is the term for the act of consuming cannabis by inhaling the smoke through a water pipe?","Bong rip",false,6,2
double,"CATEGORY 6",1200,"What is the name for the device used to create a controlled environment for growing cannabis plants?","Grow tent",false,6,3
double,"CATEGORY 6",1600,"What is the term for the practice of consuming cannabis by applying it to the skin in the form of a lotion or cream?","Topical cannabis application",false,6,4
double,"CATEGORY 6",2000,"What is the slang term for a cannabis joint that is larger than average?","Fatty",false,6,5
final,"FINAL CATEGORY",0,"What is the name of the first state in the United States to legalize recreational cannabis?","Colorado",false,1,1
