round,cat,val,q,a,dd,x,y
double,"Coffee",1600,"What is the traditional brewing method in Turkey?","Turkish coffee",false,1,4
double,"Coffee",2000,"What is the name for the foam on top of an espresso shot?","Crema",false,1,5
double,"Puns",400,"Why did the tomato turn red?","Because it saw the salad dressing",false,2,1
double,"Puns",800,"What did one wall say to the other wall?","I'll meet you at the corner",false,2,2
double,"Puns",1200,"Why don't scientists trust atoms?","Because they make up everything",false,2,3
double,"Puns",1600,"What do you call fake spaghetti?","An impasta",false,2,4
double,"Puns",2000,"Why was the math book sad?","Because it had too many problems",false,2,5
double,"Medical Diagnosis",400,"What condition is characterized by the inability to fall asleep or stay asleep?","Insomnia",false,3,1
double,"Medical Diagnosis",800,"What condition is characterized by an abnormally fast heart rate?","Tachycardia",false,3,2
double,"Medical Diagnosis",1200,"What condition is characterized by a severe, prolonged headache often accompanied by nausea and sensitivity to light?","Migraine",false,3,3
double,"Medical Diagnosis",1600,"What condition is characterized by the inflammation of the liver?","Hepatitis",false,3,4
double,"Medical Diagnosis",2000,"What condition is characterized by the inability to control or coordinate movements?","Ataxia",false,3,5
double,"Common Scams",400,"What is a scam that involves selling fake or counterfeit products?","Counterfeit scam",false,4,1
double,"Common Scams",800,"What is a scam that involves fake job offers with the intention of obtaining personal information?","Job scam",false,4,2
double,"Common Scams",1200,"What is a scam that involves sending unsolicited emails or messages to deceive recipients into revealing personal information?","Spam scam",false,4,3
double,"Common Scams",1600,"What is a scam that involves selling nonexistent or fraudulent investment opportunities?","Investment scam",false,4,4
double,"Common Scams",2000,"What is a scam that involves offering fake or substandard products or services?","Product scam",false,4,5
double,"Cats",400,"What is the term for a cat's soft, thick fur underneath the longer outer fur?","Undercoat",false,5,1
double,"Cats",800,"What is the term for a cat's vibrating tail movement when it's excited?","Tail quiver",false,5,2
double,"Cats",1200,"What is the name for a cat breed with no tail?","Manx",false,5,3
double,"Cats",1600,"What is the term for a cat's kneading behavior with its paws?","Making biscuits",false,5,4
double,"Cats",2000,"What is the name for a cat breed with curly or wavy fur?","Rex",false,5,5
double,"Recipes",400,"Potatoes, cream, butter, and garlic","Mashed potatoes",false,6,1
double,"Recipes",800,"Flour, yeast, water, and salt","Bread",false,6,2
double,"Recipes",1200,"Ground beef, onions, breadcrumbs, and egg","Meatballs",false,6,3
double,"Recipes",1600,"Tomatoes, mozzarella cheese, basil, and olive oil","Caprese salad",false,6,4
double,"Recipes",2000,"Avocado, lime juice, onion, and tomato","Guacamole",false,6,5
final,"Final Category",0,"Which planet is known as the 'Red Planet'?","Mars",false,1,1
