round,cat,val,q,a,dd,x,y
double,"Quotes",800,"This quote from 'The Office' is often used to describe Michael's approach to management: 'Sometimes I'll start a sentence, and I don't even know where it's going. I just _____.'","What is 'hope I find it along the way'?",false,3,2
double,"Quotes",1200,"This quote from 'The Office' is often used to describe the unpredictable nature of the show: 'The ______ doesn't know where it's going.'","What is 'documentary crew'?",false,3,3
double,"Quotes",1600,"This quote from 'The Office' is often used to express Dwight's loyalty to the company: 'I would take a bullet for ______.'","What is 'you'?",false,3,4
double,"Quotes",2000,"This quote from 'The Office' is often used to describe Michael's passion for improv comedy: 'I'm not ______, I am a salesman.'","What is 'a funny guy'?",false,3,5
double,"Office Pranks",400,"In 'The Office', Dwight falls victim to this prank when Jim puts his stapler inside this food item.","What is Jello?",false,4,1
double,"Office Pranks",800,"This prank from 'The Office' involves Jim convincing Dwight that it is Friday when it is actually this day of the week.","What is Thursday?",false,4,2
double,"Office Pranks",1200,"Jim impersonates this character from 'The Office' as a prank on Dwight.","Who is Dwight Schrute?",false,4,3
double,"Office Pranks",1600,"This prank from 'The Office' involves Jim and Pam convincing Dwight that it is 'Future Dwight' sending messages from the future.","What is the 'Dwight Schrute from the future'?",false,4,4
double,"Office Pranks",2000,"In one prank from 'The Office', Jim fills Dwight's desk drawers with this office supply item.","What are packing peanuts?",false,4,5
double,"Supporting Characters",400,"This character from 'The Office' is an accountant who often engages in absurd conversations with his coworkers.","Who is Kevin Malone?",false,5,1
double,"Supporting Characters",800,"This character from 'The Office' is the receptionist who often provides humorous insights and witty remarks.","Who is Erin Hannon?",false,5,2
double,"Supporting Characters",1200,"This character from 'The Office' is a salesman who constantly brags about his sales numbers.","Who is Clark Green?",false,5,3
double,"Supporting Characters",1600,"This character from 'The Office' is the office cat, known for roaming the office and causing mischief.","Who is Sprinkles?",false,5,4
double,"Supporting Characters",2000,"This character from 'The Office' is the owner of the building where Dunder Mifflin Scranton is located.","Who is Bob Vance?",false,5,5
final,"Challenging Questions",0,"In 'The Office', this character is known for his unique fashion sense, love for cats, and mysterious past.","Who is Creed Bratton?",false,1,1
