round,cat,val,q,a,dd,x,y
double,"Dee's Transformations",400,"What is the name of the character Dee pretends to be in the episode "The Gang Goes on Family Fight"?", "Ellen Thompson",false,4,1
double,"Dee's Transformations",800,"What is the name of the character Dee pretends to be in the episode "The Gang Group Dates"?", "Ruby Taft",false,4,2
double,"Dee's Transformations",1200,"What is the name of the character Dee pretends to be in the episode "The Gang Misses the Boat"?", "Martina Martinez",false,4,3
double,"Dee's Transformations",1600,"What is the name of the character Dee pretends to be in the episode "The Gang Squashes Their Beefs"?", "Jackie Denardo",false,4,4
double,"Dee's Transformations",2000,"What is the name of the character Dee pretends to be in the episode "The Gang Goes to Hell: Part Two"?", "Marta",false,4,5
double,"Mac and Dennis' Scheme",400,"What is the name of the scheme Mac and Dennis create to pick up women?", "The D.E.N.N.I.S. System",false,5,1
double,"Mac and Dennis' Scheme",800,"What is the name of the scheme Mac and Dennis create to get free food?", "Charlie Work",false,5,2
double,"Mac and Dennis' Scheme",1200,"What is the name of the scheme Mac and Dennis create to win the bar award?", "The Anti-Social Network",false,5,3
double,"Mac and Dennis' Scheme",1600,"What is the name of the scheme Mac and Dennis create to get out of paying their bills?", "The Maureen Ponderosa Wedding Massacre",false,5,4
double,"Mac and Dennis' Scheme",2000,"What is the name of the scheme Mac and Dennis create to gain political power?", "The Gang Runs for Office",false,5,5
double,"Rum Ham",400,"What is the name of the episode where Frank creates "rum ham"?", "The Gang Goes to the Jersey Shore",false,6,1
double,"Rum Ham",800,"In which location does Frank lose the original "rum ham"?", "The Jersey Shore",false,6,2
double,"Rum Ham",1200,"What is the main ingredient of "rum ham"?", "Rum and ham",false,6,3
double,"Rum Ham",1600,"What is the name of the fictional island where Frank's "rum ham" is lost?", "The Ass Pounder 4000",false,6,4
double,"Rum Ham",2000,"What happens to the "rum ham" in the episode?", "It floats away and is eaten by a pelican",false,6,5
final,"Final Category",0,"What is the name of the bar's resident bartender?", "Mac",false,1,1
