round,cat,val,q,a,dd,x,y
jeopardy,"Food Code Amendments",200,"This is the most recent version of the Michigan Food Code as of September 2021.", "What is the 2013 FDA Food Code?",false,6,1
jeopardy,"Food Code Amendments",400,"This term refers to the process of updating and revising the Michigan Food Code to incorporate new scientific knowledge and industry practices.", "What is code adoption?",false,6,2
jeopardy,"Food Code Amendments",600,"This organization provides guidance and technical support to states for implementing and enforcing the Michigan Food Code.", "What is the U.S. Food and Drug Administration (FDA)?",false,6,3
jeopardy,"Food Code Amendments",800,"This is the term used to describe the process of formally changing the Michigan Food Code through legislation.", "What is rulemaking?",false,6,4
jeopardy,"Food Code Amendments",1000,"This is the governing body in Michigan that has the authority to adopt and enforce the Michigan Food Code.", "What is the Michigan Department of Health and Human Services (MDHHS)?",false,6,5
double,"Foodborne Outbreaks",400,"This is the term used to describe an incident in which two or more people experience a similar illness after consuming a common food.", "What is a foodborne outbreak?",true,1,1
double,"Foodborne Outbreaks",800,"This is the government agency responsible for investigating and monitoring foodborne outbreaks in the United States.", "What is the Centers for Disease Control and Prevention (CDC)?",true,1,2
double,"Foodborne Outbreaks",1200,"This bacterial pathogen is commonly associated with contaminated produce and can cause outbreaks of foodborne illness.", "What is Listeria monocytogenes?",false,1,3
double,"Foodborne Outbreaks",1600,"This is the term used to describe the process of identifying the source of a foodborne outbreak.", "What is outbreak investigation?",false,1,4
double,"Foodborne Outbreaks",2000,"This is the minimum number of people required to be affected by a foodborne outbreak for it to be officially recognized.", "What is two or more people?",false,1,5
double,"Food Safety Training",400,"This is the term used to describe the process of educating food handlers about proper food safety practices.", "What is food safety training?",false,2,1
double,"Food Safety Training",800,"This is the certification program recognized by the Michigan Food Code for food safety training.", "What is ServSafe?",false,2,2
double,"Food Safety Training",1200,"This is the term used to describe the process of verifying that food safety procedures are being followed in a food establishment.", "What is food safety monitoring?",false,2,3
double,"Food Safety Training",1600,"This is the term used to describe a person who has completed a food safety training program and is responsible for overseeing food safety in a food establishment.", "What is a certified food protection manager?",false,2,4
double,"Food Safety Training",2000,"This is the term used to describe the process of keeping records to demonstrate compliance with food safety regulations.", "What is documentation?",false,2,5
double,"Food Allergies",400,"This is the term used to describe the body's immune system overreacting to a harmless substance, such as a food protein.", "What is an allergic reaction?",false,3,1
double,"Food Allergies",800,"This is the most common symptom of a food allergy.", "What is an itchy or swollen mouth, face, or throat?",false,3,2
double,"Food Allergies",1200,"This is the term used to describe a food product that has been specially formulated or processed to remove or reduce allergenic proteins.", "What is a hypoallergenic food?",false,3,3
double,"Food Allergies",1600,"This is the term used to describe a severe and potentially life-threatening allergic reaction to an allergen.", "What is anaphylaxis?",false,3,4
double,"Food Allergies",2000,"This is the term used to describe a medical condition in which the body's immune system mistakenly identifies a harmless substance as harmful.", "What is an autoimmune disorder?",false,3,5
double,"Foodborne Disease Surveillance",400,"This is the term used to describe the ongoing, systematic collection, analysis, and interpretation of health data related to foodborne diseases.", "What is foodborne disease surveillance?",false,4,1
double,"Foodborne Disease Surveillance",800,"This federal program is responsible for monitoring foodborne illnesses and outbreaks in the United States.", "What is the Foodborne Diseases Active Surveillance Network (FoodNet)?",false,4,2
double,"Foodborne Disease Surveillance",1200,"This is the term used to describe the number of new cases of a particular disease that occur within a specific population during a defined time period.", "What is incidence?",false,4,3
double,"Foodborne Disease Surveillance",1600,"This is the most common bacterial cause of foodborne illness in the United States.", "What is Campylobacter?",false,4,4
double,"Foodborne Disease Surveillance",2000,"This is the term used to describe the total number of cases of a particular disease that exist within a specific population at a given time.", "What is prevalence?",false,4,5
final,"Food Safety Legislation",0,"This is the term used to describe the federal law that sets the standards for food safety in the United States.", "What is the Food Safety Modernization Act (FSMA)?",true,1,1
