round,cat,val,q,a,dd,x,y
double,"A CATEGORY",1600,"What is the name of the legendary assault rifle in Fortnite that is known for its accuracy and versatility?","Scar",false,1,4
double,"A CATEGORY",2000,"What is the name of the in-game event in Fortnite where players witnessed a massive robot battling a giant monster?","The Final Showdown",false,1,5
double,"ANOTHER CATEGORY",400,"What is the name of the explosive weapon in Fortnite that launches players into the air using a gust of wind?","Bouncer",false,2,1
double,"ANOTHER CATEGORY",800,"What is the name of the futuristic city location in Fortnite Battle Royale that features advanced technology and flying vehicles?","Neo Tilted",false,2,2
double,"ANOTHER CATEGORY",1200,"Which major sporting event had its own themed challenges and outfits in Fortnite, allowing players to represent their favorite teams?","Super Bowl",false,2,3
double,"ANOTHER CATEGORY",1600,"What is the name of the legendary sniper rifle in Fortnite that can shoot through walls and structures?","Heavy Sniper Rifle",false,2,4
double,"ANOTHER CATEGORY",2000,"What is the name of the limited-time game mode in Fortnite where players team up to take down a powerful boss enemy?","Battle Royale Boss Fight",false,2,5
double,"CATEGORY 3",400,"What is the name of the in-game vehicle in Fortnite that can seat up to four players and has a built-in music player?","Quadcrasher",false,3,1
double,"CATEGORY 3",800,"What is the name of the rarest and most powerful weapon in Fortnite that can only be obtained by eliminating the NPC boss at a specific location?","Mythic Goldfish",false,3,2
double,"CATEGORY 3",1200,"What is the name of the energetic and catchy dance emote in Fortnite that became widely popular through social media challenges?","Orange Justice",false,3,3
double,"CATEGORY 3",1600,"Which popular professional athlete and soccer player was featured as an unlockable outfit in Fortnite?","Neymar Jr.",false,3,4
double,"CATEGORY 3",2000,"What is the name of the limited-time game mode in Fortnite where players battle it out with bows and explosive arrows?","High Explosives",false,3,5
double,"CATEGORY 4",400,"What is the name of the explosive weapon in Fortnite that launches players into the air and allows them to glide using a large balloon?","Balloons",false,4,1
double,"CATEGORY 4",800,"What is the name of the in-game location in Fortnite Battle Royale that is a popular spot for finding rare and powerful loot?","Fortnite: Salty Springs",false,4,2
double,"CATEGORY 4",1200,"What is the name of the limited-time game mode in Fortnite where players compete in a race through obstacle-filled tracks using vehicles?","Fortnite: The Race",false,4,3
double,"CATEGORY 4",1600,"What is the name of the legendary assault rifle in Fortnite that fires faster and deals more damage than the standard version?","Burst Assault Rifle",false,4,4
double,"CATEGORY 4",2000,"What is the name of the in-game event in Fortnite where players witnessed a massive cube exploding and sending them into a new dimension?","The End",false,4,5
double,"CATEGORY 5",400,"What is the name of the rare consumable item in Fortnite that grants players increased speed and the ability to phase through walls?","Shadow Stone",false,5,1
double,"CATEGORY 5",800,"What is the name of the futuristic city location in Fortnite Battle Royale?","Neo Tilted",false,5,2
double,"CATEGORY 5",1200,"What is the name of the in-game event in Fortnite where players witnessed a massive volcano eruption?","The Unvaulting",false,5,3
double,"CATEGORY 5",1600,"Which popular gaming YouTuber is known for his Fortnite gameplay videos and entertaining commentary?","Ali-A",false,5,4
double,"CATEGORY 5",2000,"What is the name of the in-game area in Fortnite that is covered in snow and ice?","Frosty Flights",false,5,5
double,"CATEGORY 6",400,"What is the name of the futuristic vehicle in Fortnite that allows players to quickly traverse the map?","The Hoverboard",false,6,1
double,"CATEGORY 6",800,"What is the name of the high-tier loot chest in Fortnite that contains powerful weapons and items?","Supply Llama",false,6,2
double,"CATEGORY 6",1200,"What is the name of the in-game event in Fortnite where players witnessed a massive flood covering the map?","The Device",false,6,3
double,"CATEGORY 6",1600,"Which popular actor and musician made a cameo appearance in Fortnite as a character named "Jules"?","Noah Cyrus",false,6,4
double,"CATEGORY 6",2000,"What is the name of the in-game area in Fortnite that features a large, rotating purple cube?","Loot Lake Island",false,6,5
final,"FINAL CATEGORY",0,"In Fortnite Battle Royale, what is the name of the rarest and most coveted item that signifies a player's victory in a match?","Victory Royale",false,1,1
